word,meaning,sentence,translation
cherish,～を大切にする，胸に抱く,I cherish my memories.,私は思い出を大切にしている。
intend,（to do）～するつもりだ,I intend to study abroad.,私は留学するつもりだ。
suspect,（that SV）～ではないかと思う,I suspect he is lying.,私は彼が嘘をついていると思う。
suspect,～に嫌疑をかける,They suspected him of theft.,彼らは彼に窃盗の疑いをかけた。
suspect,容疑者,The suspect was arrested.,容疑者は逮捕された。
identify,～を特定する，《生物》～を同定する,Scientists identified the species.,科学者たちはその種を特定した。
identify,（A with B）（A）を（B と）同一視する,People identify success with money.,人々は成功をお金と同一視する。
identify,（with ～）（～と）一体感をもつ，（～に）なりきる,She identified with the character.,彼女はその登場人物に共感した。
permit,～を許可する,The school permits students to use phones.,学校は生徒が携帯を使うことを許可している。
permit,許可証,You need a permit to enter.,入るには許可証が必要だ。
acknowledge,～を認める,He acknowledged his mistake.,彼は自分の間違いを認めた。
perceive,（A as B）（A）を（B だと）認識する,She perceived him as a leader.,彼女は彼を指導者だと認識した。
perceive,～を知覚する,Humans perceive colors differently.,人間は色を異なって知覚する。
evaluate,～を（正しく）評価する,We need to evaluate the results.,結果を評価する必要がある。
cultivate,～を耕す,Farmers cultivate the land.,農家は土地を耕す。
cultivate,～を育む,She cultivated friendship.,彼女は友情を育んだ。
cultivate,～を磨く,He cultivated his skills.,彼は技術を磨いた。
shade,日陰，（絵画，写真の）陰の部分，ブラインド,We sat in the shade.,私たちは日陰に座った。
shade,（ーs）（意味などの）わずかな違い,There are shades of meaning.,意味には微妙な違いがある。
breeze,そよ風,A cool breeze blew.,涼しいそよ風が吹いた。
desert,砂漠,The desert is very dry.,砂漠はとても乾燥している。
desert,～を見捨てる,He deserted his friends.,彼は友人を見捨てた。
fog,霧,The fog covered the road.,霧が道路を覆った。
moisture,湿気，水分,Plants need moisture.,植物には水分が必要だ。
damp,湿った，じめじめした,The room was damp.,その部屋は湿っていた。
path,（小）道,I walked along the path.,私は小道を歩いた。
trail,山道,We followed the mountain trail.,私たちは山道を進んだ。
trail,跡,The dog left a trail.,犬は跡を残した。
trail,（a trail of destruction）（破壊の）爪跡,The war left a trail of destruction.,戦争は破壊の爪跡を残した。
stream,小川,A clear stream runs nearby.,近くに澄んだ小川が流れている。
stream,（a stream of ～）（～の）流れ,A stream of people entered the hall.,人々の流れが会場に入った。
tide,潮（の干満），潮流,The tide is coming in.,潮が満ちてきている。
tide,時流,He follows the tide of fashion.,彼は流行の時流に従う。
reef,（岩や砂の）礁,We saw a coral reef.,私たちはサンゴ礁を見た。
habitat,生息地,The forest is their habitat.,森は彼らの生息地だ。
volcano,火山,The volcano erupted suddenly.,火山が突然噴火した。
mine,鉱山,The mine produces gold.,その鉱山は金を産出する。
mine,地雷,The area has many mines.,その地域には多くの地雷がある。
swallow,ツバメ,A swallow flew over us.,ツバメが私たちの上を飛んだ。
swallow,～を飲み込む,He swallowed the medicine.,彼は薬を飲み込んだ。
web,（クモの）巣,A spider made a web.,クモが巣を作った。
web,インターネット,I found it on the web.,私はそれをネットで見つけた。
mosquito,蚊,A mosquito bit me.,蚊に刺された。
cattle,ウシ,The farmer raises cattle.,農家は牛を育てている。
kitten,子ネコ,The kitten is cute.,その子猫はかわいい。
organism,生物,Every organism needs energy.,すべての生物はエネルギーを必要とする。
wildlife,野生生物,We must protect wildlife.,野生生物を守らなければならない。
beast,野獣,The beast ran away.,野獣は逃げた。
ape,類人猿,The ape uses tools.,類人猿は道具を使う。
flock,（鳥，羊の）群れ,A flock of birds flew away.,鳥の群れが飛び去った。
flock,群れる,Birds flock together.,鳥は群れる。
vein,静脈,The doctor checked the vein.,医者は静脈を調べた。
breed,繁殖する,Rabbits breed quickly.,ウサギは早く繁殖する。
breed,～を繁殖させる,They breed horses.,彼らは馬を繁殖させる。
breed,～を引き起こす,Fear breeds mistakes.,恐怖は間違いを生む。
breed,品種，血統,This breed is rare.,この品種は珍しい。
reproduce,繁殖する,Animals reproduce naturally.,動物は自然に繁殖する。
reproduce,～を繁殖させる,Farmers reproduce plants.,農家は植物を増やす。
reproduce,（音，絵など）を再現する,The machine reproduces sounds.,その機械は音を再現する。
talkative,おしゃべりの,She is very talkative.,彼女はとてもおしゃべりだ。
earnest,真面目な,He is an earnest student.,彼は真面目な学生だ。
earnest,（in ―）真面目（に）,He works in earnest.,彼は真面目に働く。
diligent,勤勉な,She is diligent at work.,彼女は仕事に勤勉だ。
principal,主要な,The principal reason is cost.,主な理由は費用だ。
principal,〈米〉校長,The principal spoke to us.,校長は私たちに話した。
prime,（目標，容疑者などが）最重要な,He is the prime suspect.,彼は最重要容疑者だ。
